NodeName	copy	mutations	combined	Gene	EntrezID
283	RAD17(5884)	1	0	1	RAD17	5884
284	RASA1(5921)	1	0	1	RASA1	5921
285	RBM17(84991)	1	0	1	RBM17	84991
286	RGNEF(64283)	1	0	1	RGNEF	64283
287	RGS6(9628)	1	0	1	RGS6	9628
288	RGS7(6000)	1	0	1	RGS7	6000
289	RIMS2(9699)	0	1	1	RIMS2	9699
290	RIN3(79890)	1	0	1	RIN3	79890
291	RNGTT(8732)	1	0	1	RNGTT	8732
292	RPL13(6137)	1	0	1	RPL13	6137
293	RPP14(11102)	1	0	1	RPP14	11102
294	RPS6KA5(9252)	1	0	1	RPS6KA5	9252
295	RRAGD(58528)	1	0	1	RRAGD	58528
296	RTN4IP1(84816)	1	0	1	RTN4IP1	84816
297	RYR2(6262)	1	0	1	RYR2	6262
298	S100Z(170591)	1	0	1	S100Z	170591
299	SCAMP1(9522)	1	0	1	SCAMP1	9522
300	SEC63(11231)	1	0	1	SEC63	11231
301	SEMA6A(57556)	1	0	1	SEMA6A	57556
302	SERPINA1(5265)	1	0	1	SERPINA1	5265
303	SERPINA10(51156)	1	0	1	SERPINA10	51156
304	SERPINA3(12)	1	0	1	SERPINA3	12
305	SERPINA4(5267)	1	0	1	SERPINA4	5267
306	SERPINA5(5104)	1	0	1	SERPINA5	5104
307	SESN1(27244)	1	0	1	SESN1	27244
308	SETMAR(6419)	1	0	1	SETMAR	6419
309	SFTPA1(6435)	1	0	1	SFTPA1	6435
310	SFTPA2(6436)	1	0	1	SFTPA2	6436
311	SFTPD(6441)	1	0	1	SFTPD	6441
312	SGTB(54557)	1	0	1	SGTB	54557
313	SH3BP5L(80851)	1	0	1	SH3BP5L	80851
314	SIM1(6492)	1	0	1	SIM1	6492
315	SIPA1L1(26037)	1	0	1	SIPA1L1	26037
316	SKIV2L2(23517)	1	0	1	SKIV2L2	23517
317	SLC12A2(6558)	1	0	1	SLC12A2	6558
318	SLC27A6(28965)	1	0	1	SLC27A6	28965
319	SLC8A3(6547)	1	0	1	SLC8A3	6547
320	SMN1(6606)	1	0	1	SMN1	6606
321	SMN2(6607)	1	0	1	SMN2	6607
322	SMPD2(6610)	1	0	1	SMPD2	6610
323	SMYD3(64754)	1	0	1	SMYD3	64754
324	SNAP91(9892)	1	0	1	SNAP91	9892
325	SNCAIP(9627)	1	0	1	SNCAIP	9627
326	SNW1(22938)	1	0	1	SNW1	22938
327	SNX2(6643)	1	0	1	SNX2	6643
328	SNX24(28966)	1	0	1	SNX24	28966
329	SNX3(8724)	1	0	1	SNX3	8724
330	SOCS6(9306)	1	0	1	SOCS6	9306
331	SPG7(6687)	1	0	1	SPG7	6687
332	SPTB(6710)	1	0	1	SPTB	6710
333	SPTLC2(9517)	1	0	1	SPTLC2	9517
334	SRP19(6728)	1	0	1	SRP19	6728
335	SSBP2(23635)	1	0	1	SSBP2	23635
336	ST8SIA4(7903)	1	0	1	ST8SIA4	7903
337	STAU2(27067)	0	1	1	STAU2	27067
338	SYNCRIP(10492)	1	0	1	SYNCRIP	10492
339	SYNJ2BP(55333)	1	0	1	SYNJ2BP	55333
340	TAF9(6880)	1	0	1	TAF9	6880
341	TBCE(6905)	1	0	1	TBCE	6905
342	TBL1XR1(79718)	1	0	1	TBL1XR1	79718
343	TCL1A(8115)	1	0	1	TCL1A	8115
344	TCL1B(9623)	1	0	1	TCL1B	9623
345	TCL6(27004)	1	0	1	TCL6	27004
346	TDP1(55775)	1	0	1	TDP1	55775
347	TFB2M(64216)	1	0	1	TFB2M	64216
348	TGFB3(7043)	1	0	1	TGFB3	7043
349	TICAM2(353376)	1	0	1	TICAM2	353376
350	TJP1(7082)	1	0	1	TJP1	7082
351	TMED10(10972)	1	0	1	TMED10	10972
352	TNFAIP8(25816)	1	0	1	TNFAIP8	25816
353	TNPO1(3842)	1	0	1	TNPO1	3842
354	TOMM20(9804)	1	0	1	TOMM20	9804
355	TPBG(7162)	1	0	1	TPBG	7162
356	TRIM23(373)	1	0	1	TRIM23	373
357	TRIP11(9321)	1	0	1	TRIP11	9321
358	TSHR(7253)	1	0	1	TSHR	7253
359	TSLP(85480)	1	0	1	TSLP	85480
360	TTC8(123016)	1	0	1	TTC8	123016
361	TTLL5(23093)	1	1	2	TTLL5	23093
362	TUBB3(10381)	1	0	1	TUBB3	10381
363	TUBGCP2(10844)	1	0	1	TUBGCP2	10844
364	TXNL4A(10907)	1	0	1	TXNL4A	10907
365	UBE2J1(51465)	1	0	1	UBE2J1	51465
366	UCN3(114131)	1	0	1	UCN3	114131
367	USP13(8975)	1	0	1	USP13	8975
368	USP45(85015)	1	0	1	USP45	85015
369	UTF1(8433)	1	0	1	UTF1	8433
370	VDAC3(7419)	1	0	1	VDAC3	7419
371	VRK1(7443)	1	0	1	VRK1	7443
372	VTI1B(10490)	1	0	1	VTI1B	10490
373	XRCC4(7518)	1	0	1	XRCC4	7518
374	YLPM1(56252)	1	0	1	YLPM1	56252
375	ZBTB24(9841)	1	0	1	ZBTB24	9841
376	ZFP36L1(677)	1	0	1	ZFP36L1	677
377	ZFYVE16(9765)	1	0	1	ZFYVE16	9765
378	ZNF238(10472)	1	0	1	ZNF238	10472
379	ZNF276(92822)	1	0	1	ZNF276	92822
380	ZNF410(57862)	1	0	1	ZNF410	57862
381	ZNF44(51710)	0	1	1	ZNF44	51710
382	ZNF496(84838)	1	0	1	ZNF496	84838
383	ZNF639(51193)	1	0	1	ZNF639	51193
384	ZNF670(93474)	1	0	1	ZNF670	93474
385	ZP4(57829)	1	0	1	ZP4	57829
