NodeName	copy	mutations	combined	Gene	EntrezID
39	CCNB1(891)	1	0	1	CCNB1	891
40	CCNH(902)	1	0	1	CCNH	902
41	CCT2(10576)	1	0	1	CCT2	10576
42	CD180(4064)	1	0	1	CD180	4064
43	CDH15(1013)	1	0	1	CDH15	1013
44	CDK10(8558)	1	0	1	CDK10	8558
45	CDK2AP1(8099)	1	0	1	CDK2AP1	8099
46	CDK7(1022)	1	0	1	CDK7	1022
47	CDT1(81620)	1	0	1	CDT1	81620
48	CELSR1(9620)	1	0	1	CELSR1	9620
49	CENPH(64946)	1	0	1	CENPH	64946
50	CEP170(9859)	1	0	1	CEP170	9859
51	CETN3(1070)	1	0	1	CETN3	1070
52	CHD1(1105)	1	0	1	CHD1	1105
53	CHFR(55743)	1	0	1	CHFR	55743
54	CHML(1122)	1	0	1	CHML	1122
55	CHRM3(1131)	1	0	1	CHRM3	1131
56	CIT(11113)	1	0	1	CIT	11113
57	CKMT2(1160)	1	0	1	CKMT2	1160
58	CMYA5(202333)	1	0	1	CMYA5	202333
59	COL4A3BP(10087)	1	0	1	COL4A3BP	10087
60	CPM(1368)	1	0	1	CPM	1368
61	CPNE7(27132)	1	0	1	CPNE7	27132
62	CPSF6(11052)	1	0	1	CPSF6	11052
63	CRELD2(79174)	1	0	1	CRELD2	79174
64	CRHBP(1393)	1	0	1	CRHBP	1393
65	CSNK1G3(1456)	1	0	1	CSNK1G3	1456
66	CYBA(1535)	1	0	1	CYBA	1535
67	DCP2(167227)	1	0	1	DCP2	167227
68	DDX4(54514)	1	0	1	DDX4	54514
69	DDX54(79039)	1	0	1	DDX54	79039
70	DENR(8562)	1	0	1	DENR	8562
71	DHFR(1719)	1	0	1	DHFR	1719
72	DHX29(54505)	1	0	1	DHX29	54505
73	DHX37(57647)	1	0	1	DHX37	57647
74	DIABLO(56616)	1	0	1	DIABLO	56616
75	DPEP1(1800)	1	0	1	DPEP1	1800
76	DTX1(1840)	1	0	1	DTX1	1840
77	DYNLL1(8655)	1	0	1	DYNLL1	8655
78	EDARADD(128178)	1	0	1	EDARADD	128178
79	EDIL3(10085)	1	0	1	EDIL3	10085
80	EFNA5(1946)	1	0	1	EFNA5	1946
81	EIF2B1(1967)	1	0	1	EIF2B1	1967
82	ELL2(22936)	1	0	1	ELL2	22936
83	ENC1(8507)	1	0	1	ENC1	8507
84	EP400(57634)	1	0	1	EP400	57634
85	ERBB2(2064)	1	0	1	ERBB2	2064
86	ERBB2IP(55914)	1	0	1	ERBB2IP	55914
87	ERCC8(1161)	1	0	1	ERCC8	1161
88	ERO1LB(56605)	1	0	1	ERO1LB	56605
89	ESM1(11082)	1	0	1	ESM1	11082
90	EXO1(9156)	1	0	1	EXO1	9156
91	F2R(2149)	1	0	1	F2R	2149
92	F2RL1(2150)	1	0	1	F2RL1	2150
93	F2RL2(2151)	1	0	1	F2RL2	2151
94	FAM101A(144347)	1	0	1	FAM101A	144347
95	FAM71C(196472)	1	0	1	FAM71C	196472
96	FANCA(2175)	1	0	1	FANCA	2175
97	FBN2(2201)	1	0	1	FBN2	2201
98	FBXO21(23014)	1	0	1	FBXO21	23014
99	FBXW8(26259)	1	0	1	FBXW8	26259
100	FER(2241)	1	0	1	FER	2241
101	FH(2271)	1	0	1	FH	2271
102	FNTA(2339)	1	0	1	FNTA	2339
103	FRS2(10818)	1	0	1	FRS2	10818
104	FTL(2512)	0	1	1	FTL	2512
105	GATA3(2625)	0	1	1	GATA3	2625
106	GLRX(2745)	1	0	1	GLRX	2745
107	GNG4(2786)	1	0	1	GNG4	2786
108	GOLGA3(2802)	1	0	1	GOLGA3	2802
109	GPBP1(65056)	1	0	1	GPBP1	65056
110	GRB7(2886)	1	0	1	GRB7	2886
111	GREM2(64388)	1	0	1	GREM2	64388
112	GRIN2D(2906)	0	1	1	GRIN2D	2906
113	GTF2H2(2966)	1	0	1	GTF2H2	2966
114	GTF2H3(2967)	1	0	1	GTF2H3	2967
115	GZMA(3001)	1	0	1	GZMA	3001
116	HAPLN1(1404)	1	0	1	HAPLN1	1404
117	HDAC10(83933)	1	0	1	HDAC10	83933
118	HEATR1(55127)	1	0	1	HEATR1	55127
119	HEXB(3074)	1	0	1	HEXB	3074
120	HIP1R(9026)	1	0	1	HIP1R	9026
121	HMGCR(3156)	1	0	1	HMGCR	3156
122	HOMER1(9456)	1	0	1	HOMER1	9456
123	HRK(8739)	1	0	1	HRK	8739
124	HSD17B4(3295)	1	0	1	HSD17B4	3295
125	HSPB8(26353)	1	0	1	HSPB8	26353
126	HTR1A(3350)	1	0	1	HTR1A	3350
127	IKBKB(3551)	1	0	1	IKBKB	3551
128	IL31RA(133396)	1	0	1	IL31RA	133396
129	IL6ST(3572)	1	0	1	IL6ST	3572
130	IQGAP2(10788)	1	0	1	IQGAP2	10788
131	IRF2BP2(359948)	1	0	1	IRF2BP2	359948
132	JAM3(83700)	1	0	1	JAM3	83700
133	JMY(133746)	1	0	1	JMY	133746
134	KCNK1(3775)	1	0	1	KCNK1	3775
135	KCNN2(3781)	1	0	1	KCNN2	3781
136	KNTC1(9735)	1	0	1	KNTC1	9735
137	KSR2(283455)	1	0	1	KSR2	283455
138	LGALS8(3964)	1	0	1	LGALS8	3964
139	LMNB1(4001)	1	0	1	LMNB1	4001
140	LNPEP(4012)	1	0	1	LNPEP	4012
141	LOX(4015)	1	0	1	LOX	4015
142	LPA(4018)	0	1	1	LPA	4018
143	LYST(1130)	1	0	1	LYST	1130
144	LYZ(4069)	1	0	1	LYZ	4069
145	MAD1L1(8379)	1	0	1	MAD1L1	8379
146	MAFK(7975)	1	0	1	MAFK	7975
147	MAP1B(4131)	1	0	1	MAP1B	4131
148	MAP2K4(6416)	1	0	1	MAP2K4	6416
149	MAP3K1(4214)	1	0	1	MAP3K1	4214
150	MAPK11(5600)	1	0	1	MAPK11	5600
151	MAPK12(6300)	1	0	1	MAPK12	6300
152	MAPK8IP2(23542)	1	0	1	MAPK8IP2	23542
153	MC1R(4157)	1	0	1	MC1R	4157
154	MCC(4163)	1	0	1	MCC	4163
155	MEF2C(4208)	1	0	1	MEF2C	4208
156	MEGF10(84466)	1	0	1	MEGF10	84466
157	MIOX(55586)	1	0	1	MIOX	55586
158	MLC1(23209)	1	0	1	MLC1	23209
159	MLXIP(22877)	1	0	1	MLXIP	22877
160	MMP17(4326)	1	0	1	MMP17	4326
161	MSH3(4437)	1	0	1	MSH3	4437
162	MSI1(4440)	1	0	1	MSI1	4440
163	MTR(4548)	1	0	1	MTR	4548
164	MVD(4597)	1	0	1	MVD	4597
165	MYC(4609)	1	0	1	MYC	4609
166	NCOR2(9612)	1	0	1	NCOR2	9612
167	NID1(4811)	1	0	1	NID1	4811
168	NLN(57486)	1	0	1	NLN	57486
169	NOC4L(79050)	1	0	1	NOC4L	79050
170	NOS1(4842)	1	0	1	NOS1	4842
171	NR2F1(7025)	1	0	1	NR2F1	7025
172	OASL(8638)	1	0	1	OASL	8638
173	OCLN(4950)	1	0	1	OCLN	4950
174	OPCML(4978)	1	0	1	OPCML	4978
175	P2RX2(22953)	1	0	1	P2RX2	22953
176	P2RX4(5025)	1	0	1	P2RX4	5025
177	P2RX7(5027)	1	0	1	P2RX7	5027
178	PAM(5066)	1	0	1	PAM	5066
179	PCSK1(5122)	1	0	1	PCSK1	5122
180	PCSK4(54760)	0	1	1	PCSK4	54760
181	PDE4D(5144)	1	0	1	PDE4D	5144
182	PDGFA(5154)	1	0	1	PDGFA	5154
183	PDGFRB(5159)	0	1	1	PDGFRB	5159
184	PGGT1B(5229)	1	0	1	PGGT1B	5229
185	PIK3R1(5295)	1	0	1	PIK3R1	5295
186	PIM3(415116)	1	0	1	PIM3	415116
187	PITPNM2(57605)	1	0	1	PITPNM2	57605
188	PJA2(9867)	1	0	1	PJA2	9867
189	PLA2G1B(5319)	1	0	1	PLA2G1B	5319
190	PLK2(10769)	1	0	1	PLK2	10769
191	PLXNB2(23654)	1	0	1	PLXNB2	23654
192	POLB(5423)	1	0	1	POLB	5423
193	POLE(5426)	1	0	1	POLE	5426
194	POP5(51367)	1	0	1	POP5	51367
195	PPAP2A(8611)	1	0	1	PPAP2A	8611
196	PPARA(5465)	1	0	1	PPARA	5465
197	PPFIA4(8497)	0	1	1	PPFIA4	8497
198	PPIC(5480)	1	0	1	PPIC	5480
199	PPP1R1B(84152)	1	0	1	PPP1R1B	84152
200	PRKAB1(5564)	1	0	1	PRKAB1	5564
201	PRKAR1B(5575)	1	0	1	PRKAR1B	5575
202	PSMD9(5715)	1	0	1	PSMD9	5715
203	PXN(5829)	1	0	1	PXN	5829
204	RAB35(11021)	1	0	1	RAB35	11021
205	RAB3C(115827)	1	0	1	RAB3C	115827
206	RAB6A(5870)	0	1	1	RAB6A	5870
207	RABL2B(11158)	1	0	1	RABL2B	11158
208	RAD17(5884)	1	0	1	RAD17	5884
209	RAN(5901)	1	0	1	RAN	5901
210	RASA1(5921)	1	0	1	RASA1	5921
211	RBM19(9904)	1	0	1	RBM19	9904
212	RFC5(5985)	1	0	1	RFC5	5985
213	RGNEF(64283)	1	0	1	RGNEF	64283
214	RGS7(6000)	1	0	1	RGS7	6000
215	RNF10(9921)	1	0	1	RNF10	9921
216	RNF34(80196)	1	0	1	RNF34	80196
217	RPL13(6137)	1	0	1	RPL13	6137
218	RPLP0(6175)	1	0	1	RPLP0	6175
219	RYR2(6262)	1	0	1	RYR2	6262
220	S100Z(170591)	1	0	1	S100Z	170591
221	SBF1(6305)	1	0	1	SBF1	6305
222	SBNO1(55206)	1	0	1	SBNO1	55206
223	SCAMP1(9522)	1	0	1	SCAMP1	9522
224	SCARB1(949)	1	0	1	SCARB1	949
225	SDSL(113675)	1	0	1	SDSL	113675
226	SEMA6A(57556)	1	0	1	SEMA6A	57556
227	SGTB(54557)	1	0	1	SGTB	54557
228	SH3BP5L(80851)	1	0	1	SH3BP5L	80851
229	SHANK3(85358)	1	0	1	SHANK3	85358
230	SKIV2L2(23517)	1	0	1	SKIV2L2	23517
231	SLC12A2(6558)	1	0	1	SLC12A2	6558
232	SLC27A6(28965)	1	0	1	SLC27A6	28965
233	SMN1(6606)	1	0	1	SMN1	6606
234	SMN2(6607)	1	0	1	SMN2	6607
235	SMYD3(64754)	1	0	1	SMYD3	64754
236	SNCAIP(9627)	1	0	1	SNCAIP	9627
237	SNX2(6643)	1	0	1	SNX2	6643
238	SNX24(28966)	1	0	1	SNX24	28966
239	SPG7(6687)	1	0	1	SPG7	6687
240	SRP19(6728)	1	0	1	SRP19	6728
241	SSBP2(23635)	1	0	1	SSBP2	23635
242	SSPO(23145)	0	1	1	SSPO	23145
243	ST8SIA4(7903)	1	0	1	ST8SIA4	7903
244	SUDS3(64426)	1	0	1	SUDS3	64426
245	TAF9(6880)	1	0	1	TAF9	6880
246	TAOK3(51347)	1	0	1	TAOK3	51347
247	TBCE(6905)	1	0	1	TBCE	6905
248	TBX3(6926)	1	0	1	TBX3	6926
249	TBX5(6910)	1	0	1	TBX5	6910
250	TCAP(8557)	1	0	1	TCAP	8557
251	TESC(54997)	1	0	1	TESC	54997
252	TFB2M(64216)	1	0	1	TFB2M	64216
253	TICAM2(353376)	1	0	1	TICAM2	353376
254	TMED2(10959)	1	0	1	TMED2	10959
255	TNFAIP8(25816)	1	0	1	TNFAIP8	25816
256	TNPO1(3842)	1	0	1	TNPO1	3842
257	TOMM20(9804)	1	0	1	TOMM20	9804
258	TRIM23(373)	1	0	1	TRIM23	373
259	TSLP(85480)	1	0	1	TSLP	85480
260	TUBB3(10381)	1	0	1	TUBB3	10381
261	UBC(7316)	1	0	1	UBC	7316
262	ULK1(8408)	1	0	1	ULK1	8408
263	USP22(23326)	1	0	1	USP22	23326
264	VDAC3(7419)	1	0	1	VDAC3	7419
265	VPS33A(65082)	1	0	1	VPS33A	65082
266	WSB2(55884)	1	0	1	WSB2	55884
267	XRCC4(7518)	1	0	1	XRCC4	7518
268	YEATS4(8089)	1	0	1	YEATS4	8089
269	ZCCHC8(55596)	1	0	1	ZCCHC8	55596
270	ZFYVE16(9765)	1	0	1	ZFYVE16	9765
271	ZNF10(7556)	1	0	1	ZNF10	7556
272	ZNF238(10472)	1	0	1	ZNF238	10472
273	ZNF276(92822)	1	0	1	ZNF276	92822
274	ZNF496(84838)	1	0	1	ZNF496	84838
275	ZNF670(93474)	1	0	1	ZNF670	93474
276	ZP4(57829)	1	0	1	ZP4	57829
